id;servidor;timestamp;horario_de_pico;cpu_percent;memory_percent;memory_available;processos_ativos;disk_percent;disk_avl
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:21:05.239128;True;24.2;62.0;6.1G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:21:15.246626;True;10.6;61.9;6.1G;639;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:21:25.252142;True;16.7;62.0;6.1G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:21:35.256675;True;12.6;62.2;6.1G;639;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:21:45.262145;True;43.2;62.4;6.0G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:21:55.261152;True;32.5;62.2;6.0G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:22:05.267282;True;48.7;62.4;6.0G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:22:15.268598;True;34.1;62.2;6.1G;639;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:22:25.271662;True;16.4;62.2;6.0G;638;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:22:35.276838;True;26.0;62.5;6.0G;638;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:22:45.277054;True;31.7;62.6;6.0G;636;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:22:55.283449;True;48.8;62.7;6.0G;636;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:23:05.285718;True;83.1;62.8;6.0G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:23:15.292212;True;32.8;62.6;6.0G;639;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:23:25.294903;True;52.3;62.6;6.0G;640;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:23:35.296958;True;39.0;62.6;6.0G;651;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:23:45.303557;True;11.2;62.6;6.0G;651;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:23:55.306513;True;32.8;62.5;6.0G;650;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:24:05.303187;True;25.9;62.5;6.0G;647;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:24:15.310369;True;13.0;62.4;6.0G;636;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:24:25.311165;True;40.4;62.7;6.0G;642;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:24:35.315362;True;14.3;62.6;6.0G;642;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:24:45.317361;True;7.3;62.6;6.0G;643;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:24:55.322661;True;18.4;64.1;5.7G;642;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:25:05.326725;True;8.5;62.6;6.0G;642;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:25:15.329437;True;7.1;62.0;6.1G;641;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:25:25.331358;True;24.2;61.8;6.1G;641;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:25:35.331406;True;10.5;61.8;6.1G;642;3.3;329.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:25:45.335384;True;6.5;64.3;5.7G;641;3.3;329.6G
